ID,착과량(int)
TEST_0101,236.59093377247447
TEST_0102,449.69567392456065
TEST_0103,557.2089831484465
TEST_0104,219.04025249651386
TEST_0105,749.785363938208
TEST_0106,153.51937564826522
TEST_0107,50.99515124125678
TEST_0108,448.3230213284944
TEST_0109,247.56740882268673
TEST_0110,648.907268907016
TEST_0111,333.88508581050525
TEST_0112,580.6344740233789
TEST_0113,445.3011502989121
TEST_0114,686.3436414118041
TEST_0115,156.53825633947747
TEST_0116,646.4941336761116
TEST_0117,648.0596430567059
TEST_0118,346.4726225673231
TEST_0119,464.63673113957884
TEST_0120,156.21774290033105
TEST_0121,448.3230213284944
TEST_0122,340.79880569502404
TEST_0123,552.2023767213913
TEST_0124,763.7495853001019
TEST_0125,557.6311037177093
TEST_0126,300.4585244403506
TEST_0127,552.447078697491
TEST_0128,540.8300273983709
TEST_0129,340.5194259041104
TEST_0130,50.65409122024174
TEST_0131,243.3457795032466
TEST_0132,463.945855352855
TEST_0133,347.98618484617685
TEST_0134,72.31551314249708
TEST_0135,247.56740882268673
TEST_0136,772.3309102626378
TEST_0137,295.98303172294794
TEST_0138,146.49487914828723
TEST_0139,547.3068010721781
TEST_0140,752.3059282977531
TEST_0141,765.203178042769
TEST_0142,254.11780681480508
TEST_0143,446.4462985513527
TEST_0144,36.07261287980222
TEST_0145,552.0177061355037
TEST_0146,232.43099110321293
TEST_0147,182.31296803170017
TEST_0148,145.18444714143908
TEST_0149,395.3436274243748
TEST_0150,577.8373177150365
TEST_0151,643.1531436099004
TEST_0152,768.2373669014426
TEST_0153,159.37082158018413
TEST_0154,542.12640863218
TEST_0155,743.7754948815601
TEST_0156,521.21239379373
TEST_0157,336.86213965110267
TEST_0158,149.02953324618252
TEST_0159,247.56740882268673
TEST_0160,551.9409403370959
TEST_0161,241.52790398697886
TEST_0162,219.3068595234936
TEST_0163,21.2494760915222
TEST_0164,545.6337798126746
TEST_0165,557.6311037177093
TEST_0166,625.4389703041734
TEST_0167,655.6894312467106
TEST_0168,562.6474107770534
TEST_0169,348.30272216850517
TEST_0170,650.3233027167217
TEST_0171,551.9409403370959
TEST_0172,459.55922423802775
TEST_0173,246.7350224318098
TEST_0174,744.1341683702351
TEST_0175,145.08048504869598
TEST_0176,262.83309096958135
TEST_0177,363.83770101214327
TEST_0178,150.29901694716665
TEST_0179,347.98618484617685
TEST_0180,247.56740882268673
TEST_0181,348.16529388414165
TEST_0182,459.55922423802775
TEST_0183,242.83376247301453
TEST_0184,744.2566622083866
TEST_0185,538.8941372686685
TEST_0186,346.08734424631336
TEST_0187,646.4941336761116
TEST_0188,643.7429228451902
TEST_0189,253.54553105409863
TEST_0190,645.5056823054149
TEST_0191,163.59301914854913
TEST_0192,370.69398805792366
TEST_0193,646.1122577259282
TEST_0194,642.883107212383
TEST_0195,742.7596246468686
TEST_0196,254.106574674113
TEST_0197,72.31551314249708
TEST_0198,247.56740882268673
TEST_0199,25.308431719594445
TEST_0200,152.6550418864193
TEST_0201,346.79044175570493
TEST_0202,247.1776318006763
TEST_0203,148.19785938749249
TEST_0204,448.1890377528558
TEST_0205,345.73488012262516
TEST_0206,57.82438263637714
TEST_0207,292.12757358165715
TEST_0208,251.56235082052007
TEST_0209,448.4407027262879
TEST_0210,448.1890377528558
TEST_0211,162.10006718241686
TEST_0212,256.05293024771277
TEST_0213,557.5535239113718
TEST_0214,346.24674297015633
TEST_0215,26.26955162920975
TEST_0216,744.1375857876312
TEST_0217,155.03722850520148
TEST_0218,450.3223336598222
TEST_0219,447.72475798812457
TEST_0220,158.88646943720067
TEST_0221,342.263784331177
TEST_0222,577.8373177150365
TEST_0223,253.85123485994285
TEST_0224,546.1059703354576
TEST_0225,451.9721423032876
TEST_0226,538.8941372686685
TEST_0227,31.553452284994304
TEST_0228,654.1311005855599
TEST_0229,379.3265884804957
TEST_0230,447.72475798812457
TEST_0231,637.767560792849
TEST_0232,447.25862946403595
TEST_0233,145.44928320977988
TEST_0234,363.83770101214327
TEST_0235,448.8420232125637
TEST_0236,448.8547215436082
TEST_0237,346.9887987529867
TEST_0238,143.7333985443719
TEST_0239,646.3722633374139
TEST_0240,630.786013866301
TEST_0241,342.263784331177
TEST_0242,304.02313417011385
TEST_0243,148.12564019075066
TEST_0244,649.4629208425375
TEST_0245,302.55144501964514
TEST_0246,346.24674297015633
TEST_0247,443.2383992556249
TEST_0248,632.4322112222246
TEST_0249,680.7624893795669
TEST_0250,256.61045827516983
TEST_0251,37.899934210977854
TEST_0252,646.7661565068863
TEST_0253,351.7931144982341
TEST_0254,147.94944878677634
TEST_0255,348.029149084374
TEST_0256,250.6736063631277
TEST_0257,249.9350545015435
TEST_0258,256.1528062656622
TEST_0259,29.157542153650923
TEST_0260,548.0283887305438
TEST_0261,148.19785938749249
TEST_0262,345.89199631181407
TEST_0263,349.816733343033
TEST_0264,30.954604102562847
TEST_0265,201.62685911955037
TEST_0266,415.31230211370655
TEST_0267,623.7927729482499
TEST_0268,564.745541407632
TEST_0269,557.2089831484465
TEST_0270,346.4726225673231
TEST_0271,347.95725989682893
TEST_0272,448.1890377528558
TEST_0273,770.9102033645084
TEST_0274,34.53996026897836
TEST_0275,47.36124217588531
TEST_0276,347.95725989682893
TEST_0277,57.82438263637714
TEST_0278,254.04525733373612
TEST_0279,32.39248293069785
TEST_0280,580.6420549934677
TEST_0281,245.25960735310565
TEST_0282,32.043431093130025
TEST_0283,144.434770722872
TEST_0284,707.877302965843
TEST_0285,649.8630503826014
TEST_0286,26.538916821382582
TEST_0287,665.2678808162557
TEST_0288,552.447078697491
TEST_0289,343.9185994884578
TEST_0290,557.2089831484465
TEST_0291,256.1528062656622
TEST_0292,719.5813618667945
TEST_0293,634.9130207339338
TEST_0294,450.4548079352786
TEST_0295,463.44436456191715
TEST_0296,651.5262229062475
TEST_0297,237.2039407628083
TEST_0298,196.5083877536764
TEST_0299,252.64451971265157
TEST_0300,252.34984490241217
TEST_0301,752.4718661815285
TEST_0302,148.19785938749249
TEST_0303,447.25862946403595
TEST_0304,516.4375563672853
TEST_0305,449.69567392456065
TEST_0306,132.73414324490048
TEST_0307,557.6311037177093
TEST_0308,744.0531314945883
TEST_0309,245.27803806732777
TEST_0310,44.13685297481383
TEST_0311,626.1782573068159
TEST_0312,448.7810286934359
TEST_0313,346.08734424631336
TEST_0314,650.4168913837784
TEST_0315,336.86213965110267
TEST_0316,449.3929080906725
TEST_0317,102.29426938542998
TEST_0318,444.49702710672915
TEST_0319,658.8256971931692
TEST_0320,242.85547433341128
TEST_0321,347.95725989682893
TEST_0322,556.8908107115248
TEST_0323,237.6822501110947
TEST_0324,330.91967932972597
TEST_0325,580.1248767613531
TEST_0326,49.23277156395004
TEST_0327,635.7535057219205
TEST_0328,649.4629208425375
TEST_0329,329.27971378679166
TEST_0330,711.3165565697595
TEST_0331,54.51901605992855
TEST_0332,242.41720454742818
TEST_0333,358.74795943642926
TEST_0334,243.65074174835107
TEST_0335,138.25355063063284
TEST_0336,15.577507152041843
TEST_0337,449.7413850324689
TEST_0338,243.3457795032466
TEST_0339,257.3174189832619
TEST_0340,743.1531588040821
TEST_0341,237.83587851112927
TEST_0342,55.4272086044721
TEST_0343,246.0585819109671
TEST_0344,548.6476438492466
TEST_0345,449.69567392456065
TEST_0346,153.51788305762332
TEST_0347,281.0199764331066
TEST_0348,50.82903058315809
TEST_0349,648.0083552367299
TEST_0350,650.9571686845985
TEST_0351,464.63673113957884
TEST_0352,445.44720909604484
TEST_0353,355.16181812279143
TEST_0354,24.570119652262168
TEST_0355,156.95417453095678
TEST_0356,388.6390983200502
TEST_0357,592.7913173567579
TEST_0358,191.07065305557458
TEST_0359,448.8420232125637
TEST_0360,227.09234069874995
TEST_0361,183.57495280844012
TEST_0362,415.31230211370655
TEST_0363,191.07065305557458
TEST_0364,298.46398286677123
TEST_0365,649.4629208425375
TEST_0366,247.56740882268673
TEST_0367,651.8510821730638
TEST_0368,258.3045183384625
TEST_0369,159.6049597243992
TEST_0370,364.2756819451544
TEST_0371,242.41720454742818
TEST_0372,143.07701403085306
TEST_0373,557.3367274631185
TEST_0374,84.35891967794316
TEST_0375,646.209923806084
TEST_0376,150.00741209873394
TEST_0377,361.93918463066393
TEST_0378,346.4726225673231
TEST_0379,516.4375563672853
TEST_0380,451.9721423032876
TEST_0381,651.6984764817948
TEST_0382,552.1461903304073
TEST_0383,363.97468877638323
TEST_0384,345.8113230331351
TEST_0385,79.61318245945058
TEST_0386,545.9767014510395
TEST_0387,710.4618918084166
TEST_0388,659.0411340535054
TEST_0389,146.80888067262475
TEST_0390,15.577507152041843
TEST_0391,351.7931144982341
TEST_0392,754.6914248892642
TEST_0393,203.243376629262
TEST_0394,147.54038041420822
TEST_0395,346.4726225673231
TEST_0396,346.9887987529867
TEST_0397,177.9050575487527
TEST_0398,153.55219840442138
TEST_0399,448.1890377528558
TEST_0400,745.247892908201
TEST_0401,345.55501050518785
TEST_0402,448.1890377528558
TEST_0403,557.6311037177093
TEST_0404,447.25862946403595
TEST_0405,137.4694753573381
TEST_0406,247.56740882268673
TEST_0407,143.7333985443719
TEST_0408,693.2658282316253
TEST_0409,555.3733278917368
TEST_0410,347.95725989682893
TEST_0411,294.1270356177278
TEST_0412,647.2215674397285
TEST_0413,449.69567392456065
TEST_0414,348.029149084374
TEST_0415,114.79060347710407
TEST_0416,351.7931144982341
TEST_0417,254.04525733373612
TEST_0418,553.5989468228653
TEST_0419,459.8953316511496
TEST_0420,257.9280854825081
TEST_0421,546.77529245147
TEST_0422,764.302513324638
TEST_0423,113.29944598497502
TEST_0424,346.4726225673231
TEST_0425,225.4554925996102
TEST_0426,352.8705250478531
TEST_0427,648.0083552367299
TEST_0428,755.5995446105601
TEST_0429,154.56018746923255
TEST_0430,342.9180789935307
TEST_0431,448.1890377528558
TEST_0432,765.8927413047862
TEST_0433,363.6188774119855
TEST_0434,449.69567392456065
TEST_0435,347.95725989682893
TEST_0436,626.4115486391797
TEST_0437,444.49702710672915
TEST_0438,52.806835259999374
TEST_0439,249.2859793372508
TEST_0440,248.70151730062057
TEST_0441,348.5074769389979
TEST_0442,444.94541002464837
TEST_0443,47.464643322942194
TEST_0444,331.1357098920118
TEST_0445,143.53209996402038
TEST_0446,277.09571386357135
TEST_0447,17.296826142848534
TEST_0448,747.762946759045
TEST_0449,464.0248526724523
TEST_0450,346.4726225673231
TEST_0451,376.84973922025375
TEST_0452,248.70151730062057
TEST_0453,29.188304856912403
TEST_0454,153.6613513895877
TEST_0455,368.9698548924787
TEST_0456,242.5866360666695
TEST_0457,654.558293276797
TEST_0458,749.7705677172166
TEST_0459,361.93918463066393
TEST_0460,102.29426938542998
TEST_0461,449.4037038304474
TEST_0462,30.329834432718634
TEST_0463,444.194261272841
TEST_0464,650.8257255103374
TEST_0465,44.04807134400539
TEST_0466,606.5094635846812
TEST_0467,651.5262229062475
TEST_0468,449.2930609871961
TEST_0469,651.5262229062475
TEST_0470,173.88170850465994
TEST_0471,355.0832820070759
TEST_0472,249.7105012117086
TEST_0473,237.83587851112927
TEST_0474,23.328031144484754
TEST_0475,448.8547215436082
TEST_0476,447.25862946403595
TEST_0477,45.239317176695174
TEST_0478,144.23635085749876
TEST_0479,448.1890377528558
TEST_0480,153.94517230123805
TEST_0481,144.35902660703252
TEST_0482,557.2433935645041
TEST_0483,507.07902012388405
TEST_0484,749.3911615300328
TEST_0485,369.9343721446611
TEST_0486,156.53825633947747
TEST_0487,692.8921872677545
TEST_0488,343.2643048261042
TEST_0489,255.09498098797695
TEST_0490,245.0424664658724
TEST_0491,346.4726225673231
TEST_0492,251.35260879168294
TEST_0493,160.73102490157663
TEST_0494,246.77461545150987
TEST_0495,634.2953821735389
TEST_0496,27.181979400454072
TEST_0497,621.8222495378652
TEST_0498,625.4389703041734
TEST_0499,113.29944598497502
TEST_0500,443.2383992556249
TEST_0501,650.3654569698117
TEST_0502,191.59286481333348
TEST_0503,639.3075060830935
TEST_0504,539.5814480242959
TEST_0505,245.0424664658724
TEST_0506,55.4272086044721
TEST_0507,580.6420549934677
TEST_0508,347.95725989682893
TEST_0509,247.56740882268673
TEST_0510,351.7931144982341
TEST_0511,55.4272086044721
TEST_0512,342.68298215852326
TEST_0513,545.6337798126746
TEST_0514,251.18651964930132
TEST_0515,363.83770101214327
TEST_0516,361.3395763039696
TEST_0517,636.9455488067283
TEST_0518,50.99515124125678
TEST_0519,23.328031144484754
TEST_0520,520.1322281684807
TEST_0521,523.6745055876291
TEST_0522,743.900309447615
TEST_0523,448.8420232125637
TEST_0524,764.302513324638
TEST_0525,547.8987193363058
TEST_0526,650.2376744183159
TEST_0527,517.7939037520692
TEST_0528,457.7338213242154
TEST_0529,199.93261681078144
TEST_0530,209.62821476973153
TEST_0531,651.0825715718045
TEST_0532,552.1884615431197
TEST_0533,40.328208146222714
TEST_0534,16.36135612619356
TEST_0535,740.4474748064392
TEST_0536,683.5736729283838
TEST_0537,640.0543551060499
TEST_0538,247.56740882268673
TEST_0539,559.0495755764119
TEST_0540,619.6601442759209
TEST_0541,719.5813618667945
TEST_0542,549.7778523240981
TEST_0543,556.8908107115248
TEST_0544,542.7969207069345
TEST_0545,759.767474386319
TEST_0546,351.72292603878594
TEST_0547,545.0380851927267
TEST_0548,586.5799368016197
TEST_0549,158.74373793109177
TEST_0550,641.7219902691263
TEST_0551,448.10041039963886
TEST_0552,476.744217474342
TEST_0553,643.5948456332137
TEST_0554,159.37082158018413
TEST_0555,150.79171809793073
TEST_0556,228.98383820495215
TEST_0557,447.25862946403595
TEST_0558,376.84973922025375
TEST_0559,312.17533857955704
TEST_0560,133.09803563769808
TEST_0561,243.65074174835107
TEST_0562,38.455006943695714
TEST_0563,50.82903058315809
TEST_0564,376.2796426764278
TEST_0565,632.4322112222246
TEST_0566,148.65892441850664
TEST_0567,767.292712932413
TEST_0568,540.8300273983709
TEST_0569,159.37082158018413
TEST_0570,345.8301078710884
TEST_0571,254.95653443153188
TEST_0572,448.1890377528558
TEST_0573,737.6047201041196
TEST_0574,538.8941372686685
TEST_0575,376.84973922025375
TEST_0576,327.280251750721
TEST_0577,346.24674297015633
TEST_0578,755.5995446105601
TEST_0579,245.25960735310565
TEST_0580,48.46933437204994
TEST_0581,460.79186400294816
TEST_0582,760.8899325291865
TEST_0583,149.86686920711065
TEST_0584,156.22847549821793
TEST_0585,254.11780681480508
TEST_0586,251.69288241756757
TEST_0587,149.86686920711065
TEST_0588,648.312311590747
TEST_0589,353.94227717267813
TEST_0590,254.5841570694187
TEST_0591,228.2552867203663
TEST_0592,331.1357098920118
TEST_0593,650.3654569698117
TEST_0594,447.72475798812457
TEST_0595,249.9350545015435
TEST_0596,448.1890377528558
TEST_0597,30.978511708184364
TEST_0598,442.2656402785608
TEST_0599,226.1212680766329
TEST_0600,397.1051870872162
TEST_0601,240.44668965786744
TEST_0602,225.4559359118022
TEST_0603,647.7587702441263
TEST_0604,542.12640863218
TEST_0605,355.5188266307197
TEST_0606,148.19785938749249
TEST_0607,177.9050575487527
TEST_0608,469.8985756071968
TEST_0609,741.9883932757133
TEST_0610,247.56740882268673
TEST_0611,207.90513586467824
TEST_0612,346.9887987529867
TEST_0613,449.69567392456065
TEST_0614,449.69567392456065
TEST_0615,247.56740882268673
TEST_0616,764.8693278887293
TEST_0617,583.7187470341489
TEST_0618,448.04931915877455
TEST_0619,45.15413714603913
TEST_0620,705.4827531380326
TEST_0621,289.7074408889726
TEST_0622,754.3272438071044
TEST_0623,15.577507152041843
TEST_0624,111.15392171846649
TEST_0625,242.5866360666695
TEST_0626,85.2628867585484
TEST_0627,448.8420232125637
TEST_0628,163.59301914854913
TEST_0629,635.0708622509051
TEST_0630,557.2089831484465
TEST_0631,247.56740882268673
TEST_0632,693.2658282316253
TEST_0633,207.4391733819451
TEST_0634,249.15536857999572
TEST_0635,772.6448694794999
TEST_0636,565.498776780862
TEST_0637,351.6060964318449
TEST_0638,282.2164225852659
TEST_0639,710.4618918084166
TEST_0640,44.968413339266505
TEST_0641,346.4726225673231
TEST_0642,355.7322902286459
TEST_0643,743.5490725842122
TEST_0644,751.5640444110888
TEST_0645,148.59738550612656
TEST_0646,342.68298215852326
TEST_0647,21.00364587575443
TEST_0648,730.7429623916744
TEST_0649,600.9816775573901
TEST_0650,651.7335145085688
TEST_0651,443.2383992556249
TEST_0652,655.2699803388002
TEST_0653,449.69567392456065
TEST_0654,85.3761802916603
TEST_0655,142.63167038734085
TEST_0656,144.434770722872
TEST_0657,650.7827702523675
TEST_0658,352.8705250478531
TEST_0659,331.4649531178207
TEST_0660,758.0026009758781
TEST_0661,541.95908965528
TEST_0662,249.2859793372508
TEST_0663,159.37082158018413
TEST_0664,345.86343113502284
TEST_0665,153.51788305762332
TEST_0666,543.5593658340948
TEST_0667,646.209923806084
TEST_0668,558.3226986230146
TEST_0669,113.29944598497502
TEST_0670,651.7591501389252
TEST_0671,143.78823211008014
TEST_0672,294.1270356177278
TEST_0673,174.33414992492095
TEST_0674,155.55627290584505
TEST_0675,148.65892441850664
TEST_0676,449.73612072286767
TEST_0677,368.9698548924787
TEST_0678,772.8706210754809
TEST_0679,546.77529245147
TEST_0680,95.16680864943955
TEST_0681,447.25862946403595
TEST_0682,577.8373177150365
TEST_0683,148.19785938749249
TEST_0684,464.0248526724523
TEST_0685,584.1150810475175
TEST_0686,557.5535239113718
TEST_0687,51.52436752295611
TEST_0688,376.84973922025375
TEST_0689,448.3230213284944
TEST_0690,464.63673113957884
TEST_0691,396.0444350592493
TEST_0692,254.3663226240815
TEST_0693,363.83770101214327
TEST_0694,153.94517230123805
TEST_0695,447.25862946403595
TEST_0696,355.0832820070759
TEST_0697,447.25862946403595
TEST_0698,257.891589521026
TEST_0699,646.7423369373994
TEST_0700,557.5535239113718
TEST_0701,77.39504375663356
TEST_0702,40.896701017621034
TEST_0703,355.7322902286459
TEST_0704,468.6784792961017
TEST_0705,202.0014386838433
TEST_0706,556.10396646892
TEST_0707,580.6420549934677
TEST_0708,448.1890377528558
TEST_0709,376.2796426764278
TEST_0710,135.89220787630623
TEST_0711,557.5535239113718
TEST_0712,16.59608357672204
TEST_0713,650.9571686845985
TEST_0714,546.3962249398348
TEST_0715,40.63730594975104
TEST_0716,347.7496871906455
TEST_0717,548.9441720574332
TEST_0718,250.23259120602668
TEST_0719,345.89199631181407
TEST_0720,740.4270883716458
TEST_0721,148.099920316495
TEST_0722,284.1838751629049
TEST_0723,253.54553105409863
TEST_0724,55.280062887963396
TEST_0725,448.1890377528558
TEST_0726,376.84973922025375
TEST_0727,743.1531588040821
TEST_0728,451.9721423032876
TEST_0729,247.56740882268673
TEST_0730,770.4549219284904
TEST_0731,156.95417453095678
TEST_0732,765.3531876502805
TEST_0733,227.4874565342306
TEST_0734,556.10396646892
TEST_0735,153.51788305762332
TEST_0736,650.3271573318577
TEST_0737,652.4377896450351
TEST_0738,156.21774290033105
TEST_0739,655.8217142127559
TEST_0740,143.92620255007395
TEST_0741,348.5074769389979
TEST_0742,37.76059812539222
TEST_0743,50.24200177475912
TEST_0744,557.339922815924
TEST_0745,650.3654569698117
TEST_0746,247.56740882268673
TEST_0747,693.2658282316253
TEST_0748,557.6311037177093
TEST_0749,255.09498098797695
TEST_0750,143.7333985443719
TEST_0751,641.1153280599976
TEST_0752,547.9748509189833
TEST_0753,444.49702710672915
TEST_0754,580.6344740233789
TEST_0755,251.69288241756757
TEST_0756,142.63167038734085
TEST_0757,154.56018746923255
TEST_0758,448.1890377528558
TEST_0759,17.54409680107383
TEST_0760,144.89108004568158
TEST_0761,256.1198764788115
TEST_0762,648.0083552367299
TEST_0763,415.31230211370655
TEST_0764,651.8510821730638
TEST_0765,346.24674297015633
TEST_0766,148.19785938749249
TEST_0767,380.5256011151946
TEST_0768,557.2089831484465
TEST_0769,743.491288070028
TEST_0770,548.2967188722791
TEST_0771,553.7973048647268
TEST_0772,347.95725989682893
TEST_0773,553.7706391563813
TEST_0774,258.3045183384625
TEST_0775,146.4717118503984
TEST_0776,355.5188266307197
TEST_0777,609.6174227619412
TEST_0778,143.7333985443719
TEST_0779,460.79186400294816
TEST_0780,448.7810286934359
TEST_0781,252.1769427923374
TEST_0782,646.209923806084
TEST_0783,447.6261582818027
TEST_0784,247.56740882268673
TEST_0785,40.328208146222714
TEST_0786,257.3174189832619
TEST_0787,247.31284603193055
TEST_0788,519.7651930067345
TEST_0789,48.342558801799875
TEST_0790,159.37082158018413
TEST_0791,555.3733278917368
TEST_0792,201.62685911955037
TEST_0793,345.89199631181407
TEST_0794,743.1168644754935
TEST_0795,144.434770722872
TEST_0796,147.94944878677634
TEST_0797,474.47450155961315
TEST_0798,55.4272086044721
TEST_0799,349.88834982837005
TEST_0800,261.3720614044457
TEST_0801,240.07771519954306
TEST_0802,517.7939037520692
TEST_0803,449.4037038304474
TEST_0804,163.59301914854913
TEST_0805,652.4707793618675
TEST_0806,762.958480175796
TEST_0807,363.83770101214327
TEST_0808,535.9712341988009
TEST_0809,556.8908107115248
TEST_0810,254.5407371835731
TEST_0811,648.907268907016
TEST_0812,754.1846217096781
TEST_0813,251.18651964930132
TEST_0814,711.8841919430783
TEST_0815,555.3733278917368
TEST_0816,346.4726225673231
TEST_0817,347.7496871906455
TEST_0818,298.46398286677123
TEST_0819,340.56622866049213
TEST_0820,643.0978027747801
TEST_0821,765.3531876502805
TEST_0822,252.1769427923374
TEST_0823,21.273011067927264
TEST_0824,753.84914221284
TEST_0825,650.3233027167217
TEST_0826,653.7874388344089
TEST_0827,254.11780681480508
TEST_0828,185.2459534716479
TEST_0829,347.95725989682893
TEST_0830,201.84273359447516
TEST_0831,635.3847483754265
TEST_0832,713.945858949508
TEST_0833,139.030628523856
TEST_0834,541.3568056997781
TEST_0835,557.526169041819
TEST_0836,113.29944598497502
TEST_0837,546.77529245147
TEST_0838,369.1068426567187
TEST_0839,557.2089831484465
TEST_0840,628.8722069991387
TEST_0841,344.22920747488985
TEST_0842,650.3271573318577
TEST_0843,247.56740882268673
TEST_0844,363.83770101214327
TEST_0845,247.56740882268673
TEST_0846,651.5262229062475
TEST_0847,531.6542952864469
TEST_0848,244.1887191930573
TEST_0849,110.12386373392029
TEST_0850,36.07261287980222
TEST_0851,573.6400629146622
TEST_0852,247.57568116455403
TEST_0853,254.56674516542148
TEST_0854,655.6894312467106
TEST_0855,755.4212220612337
TEST_0856,646.771673098867
TEST_0857,37.899934210977854
TEST_0858,247.78612557063906
TEST_0859,754.642992634105
TEST_0860,654.9067276371468
TEST_0861,355.0832820070759
TEST_0862,667.6869419098069
TEST_0863,625.4389703041734
TEST_0864,158.74373793109177
TEST_0865,646.3722633374139
TEST_0866,143.7333985443719
TEST_0867,448.7810286934359
TEST_0868,317.36910075432974
TEST_0869,650.3654569698117
TEST_0870,447.61424917784575
TEST_0871,694.5860483627682
TEST_0872,753.70796341284
TEST_0873,743.1531588040821
TEST_0874,236.97859715750292
TEST_0875,756.1724864175311
TEST_0876,499.29953691914835
TEST_0877,355.5188266307197
TEST_0878,247.56740882268673
TEST_0879,56.71200099977236
TEST_0880,541.3568056997781
TEST_0881,158.74373793109177
TEST_0882,248.72856979433988
TEST_0883,578.1560341766947
TEST_0884,464.63673113957884
TEST_0885,369.89246196210996
TEST_0886,363.83770101214327
TEST_0887,143.7333985443719
TEST_0888,358.66266374009905
TEST_0889,651.5262229062475
TEST_0890,463.9250467157787
TEST_0891,163.59301914854913
TEST_0892,650.3890719454357
TEST_0893,556.8908107115248
TEST_0894,247.56740882268673
TEST_0895,744.037967965305
TEST_0896,449.69567392456065
TEST_0897,448.8093880506773
TEST_0898,761.5585085481692
TEST_0899,556.8908107115248
TEST_0900,643.7429228451902
TEST_0901,551.8628071790163
TEST_0902,756.4333176362567
TEST_0903,48.54527356707372
TEST_0904,645.9809334025531
TEST_0905,634.8872503332632
TEST_0906,29.188304856912403
TEST_0907,30.784311773667746
TEST_0908,138.4629484060571
TEST_0909,53.24986097975412
TEST_0910,655.3569012352294
TEST_0911,201.56946490992118
TEST_0912,550.3269108059093
TEST_0913,243.26994394976765
TEST_0914,238.01298334196542
TEST_0915,649.1896461028007
TEST_0916,344.8327217778983
TEST_0917,162.26112977158394
TEST_0918,174.33414992492095
TEST_0919,754.1846217096781
TEST_0920,464.9961586456897
TEST_0921,345.70650746054
TEST_0922,67.1649832380808
TEST_0923,691.4228914754783
TEST_0924,461.7680340784476
TEST_0925,358.74795943642926
TEST_0926,348.22673443935025
TEST_0927,350.5118153273802
TEST_0928,448.5150356476088
TEST_0929,651.0825715718045
TEST_0930,743.9813463232618
TEST_0931,156.53825633947747
TEST_0932,650.3654569698117
TEST_0933,345.86343113502284
TEST_0934,463.945855352855
TEST_0935,196.31233062240887
